scenario,simulation_id,#simulation,gt_type,n_manufacturers,periods,disruption_prob,disruption_magnitude,trajectory,peak_shortage,avg_shortage,shortage_periods,resolution_time,total_profit,buyer_cost,fda_interventions,predicted_resolution_period,confidence_level,method
gt_id_59,de602604,0,1.0,2,6,0.05,0.2,"[{'period': 0, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'No disruptions reported. Manufacturers encouraged to monitor demand closely.'}, {'period': 1, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'Manufacturer 0 reports a 20% capacity disruption. Urgent capacity investments recommended.'}, {'period': 2, 'total_demand': 1.2, 'total_supply': 0.8, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [0], 'fda_announcement': 'Disruption persists. FDA urges rapid investment and coordination.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'Manufacturer 0 recovers. Supply improvements expected next period.'}, {'period': 4, 'total_demand': 1.05, 'total_supply': 1.2, 'shortage_amount': 0.0, 'unsold': 0.15, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply exceeds demand. Shortage resolved.'}, {'period': 5, 'total_demand': 1.0, 'total_supply': 1.2, 'shortage_amount': 0.0, 'unsold': 0.2, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market stable. Monitoring continues.'}]",0.3333,0.13656666666666667,4,4,6.0,7.645,6,4,medium,zero_shot_trajectory
gt_id_62,8556514b,0,1.0,2,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring potential shortage, advises cautious purchasing.'}, {'period': 1, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA confirms disruption at Manufacturer 0, urges increased production efforts.'}, {'period': 2, 'total_demand': 1.2, 'total_supply': 0.8, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA encourages collaboration to mitigate shortage impacts.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports improvement in supply conditions, anticipates normalization.'}]",0.3333,0.20485,4,,3.6,5.595,4,3,medium,zero_shot_trajectory
gt_id_63,ce733310,0,1.0,2,5,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'No current disruptions reported.'}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [0], 'fda_announcement': 'Manufacturer 0 reports a 20% capacity disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'Ongoing disruption at Manufacturer 0. Manufacturers encouraged to invest in capacity.'}, {'period': 3, 'total_demand': 1.15, 'total_supply': 1.0, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 13.04, 'disrupted_manufacturers': [], 'fda_announcement': 'Manufacturer 0 has recovered. Supply expected to stabilize.'}, {'period': 4, 'total_demand': 1.1, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply has normalized. No current disruptions.'}]",0.2727,0.12824000000000002,3,0,4.7,6.17,5,4,medium,zero_shot_trajectory
gt_id_65,646a6f6f,0,1.0,5,8,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'No current disruptions reported.'}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [1], 'fda_announcement': 'Manufacturer 1 reports a 20% capacity disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [1], 'fda_announcement': 'Ongoing disruption at Manufacturer 1. FDA encourages capacity investments.'}, {'period': 3, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [1], 'fda_announcement': 'FDA announces expedited review for new capacity investments.'}, {'period': 4, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'Manufacturer 1 recovers; new capacities expected next period.'}, {'period': 5, 'total_demand': 1.05, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply exceeds demand; market stabilizing.'}, {'period': 6, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market conditions stable; no further disruptions.'}, {'period': 7, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market fully stabilized.'}]",0.3043,0.11324999999999999,4,0,7.7,9.549999999999999,8,5,medium,zero_shot_trajectory
gt_id_67,55b53ce4,0,1.0,2,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring potential supply issues, advises cautious purchasing.'}, {'period': 1, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA confirms disruption at Manufacturer 0, advises increased production efforts.'}, {'period': 2, 'total_demand': 1.2, 'total_supply': 0.8, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA encourages capacity investments, highlights ongoing shortage.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes improvement in supply, advises return to normal purchasing patterns.'}]",0.3333,0.194025,4,3,3.6,5.49,4,3,medium,zero_shot_trajectory
gt_id_69,1db431af,0,1.0,7,10,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA announces potential shortages due to disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA urges manufacturers to increase production.'}, {'period': 3, 'total_demand': 1.15, 'total_supply': 0.96, 'shortage_amount': 0.19, 'unsold': 0.0, 'shortage_percentage': 16.52, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports some recovery in supply.'}, {'period': 4, 'total_demand': 1.12, 'total_supply': 1.0, 'shortage_amount': 0.12, 'unsold': 0.0, 'shortage_percentage': 10.71, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 5, 'total_demand': 1.1, 'total_supply': 1.05, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.55, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes improving supply conditions.'}, {'period': 6, 'total_demand': 1.05, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}, {'period': 7, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 8, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 9, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}]",0.2727,0.08285999999999999,5,0,10.004999999999999,11.571,5,6,medium,zero_shot_trajectory
gt_id_70,27540c12,0,1.0,5,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring potential shortages; advises caution in stockpiling.'}, {'period': 1, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA confirms disruption at one manufacturer, urges other manufacturers to increase production.'}, {'period': 2, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports recovery of disrupted manufacturer; anticipates supply improvements.'}, {'period': 3, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms market stabilization; supply meets demand.'}]",0.3043,0.158325,3,3,3.6,5.07,4,3,medium,zero_shot_trajectory
gt_id_71,33f90d3b,0,1.0,2,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA advises monitoring of supply levels.'}, {'period': 1, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA announces potential supply chain disruptions; advises manufacturers to increase capacity.'}, {'period': 2, 'total_demand': 1.2, 'total_supply': 0.8, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA urges expedited capacity investments.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes improvements in supply; expects normalization soon.'}]",0.3333,0.20485,4,,3.6,5.595,4,4,medium,zero_shot_trajectory
gt_id_72,7b522230,0,1.0,3,6,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market stable, no current disruptions.'}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [0], 'fda_announcement': 'Manufacturer 0 reports a temporary disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'Monitoring ongoing disruption, encouraging capacity investments.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'Manufacturer 0 recovers, supply stabilizes.'}, {'period': 4, 'total_demand': 1.05, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply exceeds demand, market stabilizing.'}, {'period': 5, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market fully stabilized, no shortages.'}]",0.2727,0.10028333333333334,3,0,5.800000000000001,7.015000000000001,6,4,medium,zero_shot_trajectory
gt_id_75,702a1448,0,1.0,3,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'No current disruptions. Monitoring market conditions.'}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [0], 'fda_announcement': 'A disruption has been detected affecting one manufacturer. Encouraging capacity investments.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'Continued disruption. Urging manufacturers to expedite capacity expansions.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply recovery underway. Monitoring demand normalization.'}]",0.2727,0.1396,3,0,3.6,4.86,4,3,medium,zero_shot_trajectory
gt_id_77,38e6f62a,0,1.0,6,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA advises monitoring of supply levels.'}, {'period': 1, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA encourages manufacturers to consider capacity expansion.'}, {'period': 2, 'total_demand': 1.05, 'total_supply': 0.96, 'shortage_amount': 0.09, 'unsold': 0.0, 'shortage_percentage': 8.57, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports improvement in supply conditions.'}, {'period': 3, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms supply stabilization.'}]",0.3043,0.12022500000000001,3,3,3.8600000000000003,4.894,4,3,medium,zero_shot_trajectory
gt_id_78,3cd62cd4,0,1.0,2,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring potential supply issues.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA urges manufacturers to increase production capacity.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA fast-tracks approval for capacity expansion.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports improved supply conditions.'}]",0.3043,0.178875,4,0,3.6,5.28,4,4,medium,zero_shot_trajectory
gt_id_80,b4d7fc49,0,1.0,3,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring potential supply disruptions.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [1], 'fda_announcement': 'FDA urges manufacturers to increase production capacity.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [1], 'fda_announcement': 'FDA approves expedited capacity expansion plans.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply stabilizing; manufacturers expected to meet demand soon.'}]",0.3043,0.16805,4,0,3.6,5.175,4,3,medium,zero_shot_trajectory
